,bajo_nivel_pobreza,codigo,direccio_estado,direccio_fisica,direccion_municipio,direccion_zipcode,director,distrito,escuela,espa_ol_avanzado,espa_ol_b_sico,espa_ol_pre_b_sico,espa_ol_proficiente,espa_ol_proficiente_avanzado,estatus_actual,fax,geolocalizacion,grado_1,grado_10,grado_11,grado_12,grado_2,grado_3,grado_4,grado_5,grado_6,grado_7,grado_8,grado_9,grado_infant,grado_k,grado_pk,grado_pke,grado_pkm,grado_sge,grado_sgi,grado_sgs,grado_toddler,grados_original,grados_posterior,ingl_s_avanzado,ingl_s_b_sico,ingl_s_pre_b_sico,ingl_s_proficiente,ingl_s_proficiente_avanzado,matem_ticas_avanzado,matem_ticas_b_sico,matem_ticas_pre_b_sico,matem_ticas_proficiente,matem_ticas_proficiente_avanzado,matricula_total,municipio_escolar,nivel_original,region,table_id,telefono,zona
773,84.30,34264,PR,CARR 902 KM 2.2 BO LIMONES,YABUCOA,00767-0000,MARIA CRUZ ROLDAN,YABUCOA,LUIS MUNOZ MARIN,13.33,45.71,23.81,17.14,30.48,SI,893-2880,"{'latitude': '18.07654', 'longitude': '-65.89445'}",,31,13,18,,,,,26,32,31,24,,,,,,,,,,12-Jul,12-Jul,10.38,39.62,39.62,10.38,20.75,0,57.55,39.62,2.83,2.83,175,YABUCOA,SECUNDARIO,HUMACAO,655,893-2880,RURAL
774,76.21,46995,PR,CARR. 402 KM. 1 HM.4 BO.MARIAS,ANASCO,6101407,BENITA CUEBAS CAMPOS,AGUADILLA,LUIS MUNOZ MARIN,35.92,28.16,1.94,33.98,69.90,SI,826-1476,"{'latitude': '18.29424', 'longitude': '-67.13936'}",,154,115,117,,,,,,,,138,,,,,,,,,,12-Oct,12-Oct,33.01,33.98,9.71,23.30,56.31,5.83,80.58,7.77,5.83,11.65,524,ANASCO,SUPERIOR,MAYAGUEZ,656,826-1476,URBANA
775,81.70,51763,PR,CARR 1 SECTOR SINGAPUR BO PASTILLO,JUANA DIAZ,00795-0000,HORACIO CRUZ VAZQUEZ,SANTA ISABEL,LUIS MUNOZ MARIN,11.25,42.50,28.75,17.50,28.75,SI,837-8151,"{'latitude': '17.99439', 'longitude': '-66.49162'}",,42,24,35,,,,,,42,56,31,,,,,,,1,1,,12-Jul,"7 - 12, EEI, EES",10,32.50,32.50,25,35,0,58.75,38.75,2.50,2.50,232,JUANA DIAZ,SECUNDARIO,PONCE,657,837-8151,RURAL
776,87.66,11395,PR,CARR 130 KM 3 HM 5 BO CAPAEZ,HATILLO,00659-0000,CARMEN J. JIMENEZ MARTINEZ,ARECIBO,LUIS MUNOZ RIVERA,29.63,33.33,11.64,25.40,55.03,SI,898-1830,"{'latitude': '18.45915', 'longitude': '-66.80866'}",42,,,,38,44,45,47,,,,,,33,,,,,,,,K - 6,K - 6,6.95,56.15,9.63,27.27,34.22,21.81,40.96,12.23,25,46.81,249,HATILLO,ELEMENTAL,ARECIBO,659,898-1830,RURAL
777,76.91,13425,PR,124 CALLE DR CUETO,UTUADO,00641-0000,SAMUEL RODRIGUEZ SANTIAGO,UTUADO,LUIS MUNOZ RIVERA,15.96,46.81,10.11,27.13,43.09,SI,894-8001,"{'latitude': '18.26712', 'longitude': '-66.72525'}",,193,213,177,,,,,,,,222,,,,,,,,15,,"10 - 12 , EES","10 - 12 , EES",20.11,26.63,32.07,21.20,41.30,0.53,68.98,28.34,2.14,2.67,820,UTUADO,SUPERIOR,PONCE,660,894-2666,URBANA
778,83.89,20834,PR,65 FINAL CALLE MUNOZ RIVERA,CAGUAS,00726-4961,VACANTE,GURABO,LUIS MUNOZ RIVERA,22.89,38.55,12.05,26.51,49.40,SI,743-2303,"{'latitude': '18.2312', 'longitude': '-66.03687'}",25,,,,38,29,27,27,,,,,,48,,,,4,,,,K - 6,K - 6,13.25,39.76,28.92,18.07,31.33,15.66,44.58,3.61,36.14,51.81,198,CAGUAS II,ELEMENTAL,CAGUAS,661,743-2303,URBANA
779,77.03,22327,PR,CALLE LUIS MUNOZ RIVERA,SAN LORENZO,00754-0000,YAMITZA FIGUEROA COLLAZO,YABUCOA,LUIS MUNOZ RIVERA,17.02,37.02,21.28,24.68,41.70,SI,736-3030,"{'latitude': '18.18904', 'longitude': '-65.96116'}",86,,,,72,78,86,111,2,,,,,84,7,,,26,,,,"K - 6 , EEE","K - 5, EEE",9.83,54.27,18.80,17.09,26.92,17.80,42.80,6.78,32.63,50.42,552,SAN LORENZO,ELEMENTAL,HUMACAO,662,736-5856,URBANA
780,80,30924,PR,CARR 936 BO BOQUERON INT 937,LAS PIEDRAS,00771-0000,MARILYN FELIX,LAS PIEDRAS,LUIS MUNOZ RIVERA,18.02,50.45,4.50,27.03,45.05,SI,716-0595,"{'latitude': '18.20648', 'longitude': '-65.8449'}",23,,,,22,35,15,30,,,,,,21,,,,,,,,"K - 6 , EEE","K - 6 , EEE",10.91,49.09,4.55,35.45,46.36,13.64,47.27,10,29.09,42.73,146,LAS PIEDRAS,ELEMENTAL,HUMACAO,663,733-1441,RURAL
781,89.71,40477,PR,CARR. 457 C/E BASE RAMEY BO. CAMASEYES,AGUADILLA,00605-0000,YAMIL JAVARIZ CORDERO,AGUADILLA,LUIS MUNOZ RIVERA,18.83,36.36,18.18,26.62,45.45,SI,891-0862,"{'latitude': '18.47391', 'longitude': '-67.15187'}",37,,,,32,37,32,36,,,,,,37,,,,7,,,,K - 6,K - 6,18.83,39.61,12.99,28.57,47.40,17.53,42.21,16.88,23.38,40.91,218,AGUADILLA,ELEMENTAL,MAYAGUEZ,664,891-0862,RURAL
782,79.34,41541,PR,CALLE 65 INFANTERIA ESQ DAVILA,LAJAS,00667-0000,JOSE F. PEREZ ALMODOVAR,CABO ROJO,LUIS MUNOZ RIVERA,19.19,44.28,18.08,18.45,37.64,SI,899-4690,"{'latitude': '18.04763', 'longitude': '-67.0591'}",,,,,,,,,158,141,124,,,,,,,,34,,,"8 - 9 , EEI","8 - 9 , EEI",14.44,30.37,32.59,22.59,37.04,3.69,62.36,28.04,5.90,9.59,457,LAJAS,INTERMEDIO,MAYAGUEZ,665,899-1452,URBANA
783,78.08,42242,PR,CALLE ANTONIO CRUZ NUNEZ,MAYAGUEZ,00681-0000,ARGENTINA SANABRIA,MAYAGUEZ,LUIS MUNOZ RIVERA,20.94,46.07,11.52,21.47,42.41,SI,834-7700,"{'latitude': '18.19982', 'longitude': '-67.13962'}",28,,,,49,43,44,56,53,,,,,23,,,,,,,,K - 6,K - 6,13.09,54.45,9.42,23.04,36.13,13.09,45.03,6.81,35.08,48.17,296,MAYAGUEZ,ELEMENTAL,MAYAGUEZ,666,834-7700,URBANA
784,83.84,50773,PR,CARR 116 RAMAL 1116 BO CANO,GUANICA,6530327,EILEEN GONZALEZ OLIVERA,YAUCO,LUIS MUNOZ RIVERA,71.11,2.22,2.22,24.44,95.56,SI,821-3121,"{'latitude': '17.99822', 'longitude': '-66.89452'}",24,,,,20,16,14,16,,,,,,18,15,,,,,,,K - 6,K - 6,57.78,6.67,0,35.56,93.33,80,2.22,0,17.78,97.78,123,GUANICA,ELEMENTAL,PONCE,667,821-3121,RURAL
785,82.42,53512,PR,AVE BARBOSA,YAUCO,00698-0000,ANGELITA RODRIGUEZ,YAUCO,LUIS MUNOZ RIVERA,43.64,21.82,4.55,30,73.64,SI,267-6552,"{'latitude': '18.03198', 'longitude': '-66.84978'}",39,,,,35,33,58,53,,,,,,22,,,,24,,,,"K - 6 , EEE - EEI","K - 5, EEE, EEI, Audio",16.51,33.94,12.84,36.70,53.21,42.20,29.36,0.92,27.52,69.72,264,YAUCO,ELEMENTAL,PONCE,668,856-1370,URBANA
786,86.73,61689,PR,PARADA 25 AVE FERNANDEZ JUNCOS,SAN JUAN,9167095,WANDA J.ORTIZ SOLER,SAN JUAN I,LUIS MUNOZ RIVERA,25.68,34.46,8.78,31.08,56.76,SI,727-6755,"{'latitude': '18.44167', 'longitude': '-66.06457'}",49,,,,56,45,57,59,,,,,,42,16,,,,,,,PK - 6,PK - 6,7.43,45.95,10.14,36.49,43.92,20.95,47.97,4.05,27.03,47.97,324,SAN JUAN I,ELEMENTAL,SAN JUAN,669,727-6755,URBANA
787,82.04,62810,PR,"CALLE ROBLES, #42",SAN JUAN,00928-1407,JESUS J. GONZALEZ LUCIANO,SAN JUAN II,LUIS MUNOZ RIVERA,21.55,37.07,10.34,31.03,52.59,SI,753-0849,"{'latitude': '18.40019', 'longitude': '-66.04895'}",31,,,,43,39,45,29,,,,,2,21,,,17,,,,8,K - 6,K - 6,2.59,49.14,31.03,17.24,19.83,19.83,43.10,3.45,33.62,53.45,235,SAN JUAN III,ELEMENTAL,SAN JUAN,670,751-2214,URBANA
788,85.16,71118,PR,AVE DR PEDRO ALBIZO CAMPOS BO MAMEYAL,DORADO,6460548,WILMA ARDON,VEGA ALTA,LUIS MUNOZ RIVERA,12.88,50,19.70,17.42,30.30,SI,796-1947,"{'latitude': '18.47445', 'longitude': '-66.26618'}",29,,,,28,35,23,30,,,,,,39,,,,14,,,,"K - 6 , EEE","K - 6 , EEE",2.27,57.58,22.73,17.42,19.70,12.12,38.64,28.79,20.45,32.58,198,DORADO,ELEMENTAL,ARECIBO,671,796-6246,RURAL
789,90.48,75820,PR,AVE PONCE DE LEON BO AMELIA,GUAYNABO,9630000,IVELISSE CARRASQUILLO SUAU,GUAYNABO,LUIS MUNOZ RIVERA II,16.34,32.68,15.03,35.95,52.29,SI,273-8450,"{'latitude': '18.43065', 'longitude': '-66.11422'}",,,,,,,49,46,,,,,,,,,,10,,,,"4 - 6 , EEE","4 - 6 , EEE",4.05,56.08,25.68,14.19,18.24,26.32,38.16,15.79,19.74,46.05,105,GUAYNABO,ELEMENTAL,SAN JUAN,673,783-5290,URBANA
790,39.15,48264,PR,CARR #368 KM 1.0 BO MACHUCHAL,SABANA GRANDE,6370000,AMILCAR RUIZ CURET,CABO ROJO,LUIS NEGRON LOPEZ,18.71,50.97,10.32,20,38.71,SI,804-2036,"{'latitude': '18.07416', 'longitude': '-66.94919'}",,170,180,196,,,,,,,,118,,,,,,,,,,12-Oct,12-Oct,12.90,35.48,32.26,19.35,32.26,1.94,69.03,27.10,1.94,3.87,664,SABANA GRANDE,SUPERIOR,MAYAGUEZ,674,804-2037,RURAL
791,72.98,70581,PR,URB SANTA ROSA CALLE 11 ESQ 17,BAYAMON,9590000,LYDIA PENA,BAYAMON,LUIS PALES MATOS,8.33,56.94,9.72,25,33.33,SI,786-4275,"{'latitude': '18.39051', 'longitude': '-66.14257'}",,87,76,78,,,,,,,,88,,,,,,,,,,12-Jul,12-Jul,15.49,30.99,36.62,16.90,32.39,0,69.44,29.17,1.39,1.39,329,BAYAMON I,SECUNDARIO,BAYAMON,675,288-1075,URBANA
792,81.01,20909,PR,AVE GAUTIER BENITEZ FINAL,CAGUAS,7260000,FRANCISCO MIRANDA,GURABO,LUIS RAMOS GONZALEZ,8.20,44.14,17.19,30.47,38.67,SI,743-2311,"{'latitude': '18.22713', 'longitude': '-66.03664'}",,,,,,,,,63,114,81,,,,,,,,,,,9-Jul,9-Jul,17.19,32.03,28.13,22.66,39.84,2.75,57.65,22.75,16.86,19.61,258,CAGUAS II,INTERMEDIO,CAGUAS,676,743-9194,URBANA
793,98.95,63099,PR,CALLE CORONA RES LUIS LLORENS TORRES,SAN JUAN,00913-0000,ARMANDO MONTERO,SAN JUAN I,LUIS RODRIGUEZ CABRERO,2.65,51.33,33.63,12.39,15.04,SI,727-6095,"{'latitude': '18.44864', 'longitude': '-66.049'}",67,,,,48,24,40,30,,,,,,44,,,,51,,,,"K - 6 , EEE","K - 6 , EEE",1.82,43.64,45.45,9.09,10.91,1.77,61.95,23.01,13.27,15.04,304,SAN JUAN I,ELEMENTAL,SAN JUAN,677,727-6095,URBANA
794,88.02,71134,PR,CARR 696 KM 1HM 5 BO HIGILLAR,DORADO,-646,MIGDALIA DAVILA,VEGA ALTA,LUISA M VALDERRAMA  (SAN ANTONIO),3.01,46.39,36.14,14.46,17.47,SI,796-4450,"{'latitude': '18.44889', 'longitude': '-66.29355'}",42,,,,44,41,30,37,,,,,,39,,,,24,,,,"K - 6 , EEE","K - 6 , EEE",3.64,44.24,37.58,14.55,18.18,6.06,49.70,31.52,12.73,18.79,257,DORADO,ELEMENTAL,ARECIBO,680,796-4410,RURAL
795,86.05,31583,PR,CARR 969 KM 2 HM 0 BO FLORIDA,NAGUABO,00718-9713,CARMEN M ARES PEREZ,FAJARDO,LUTGARDA RIVERA REYES,73.68,5.26,0,21.05,94.74,SI,874-0010,"{'latitude': '18.23751', 'longitude': '-65.7822'}",19,,,,20,13,13,5,6,,,,,27,9,,,,,,,PK - 6,PK - 6,71.05,13.16,7.89,7.89,78.95,71.05,18.42,2.63,7.89,78.95,112,NAGUABO,ELEMENTAL,HUMACAO,681,874-0010,RURAL
796,72.16,35071,PR,CALLE 15 URB VILLA UNIVERSITARIA,HUMACAO,00791-0000,ARLENE ALICEA PINERO,LAS PIEDRAS,LUZ A CRUZ DE SANTANA,64.38,10.63,1.25,23.75,88.13,SI,850-6460,"{'latitude': '18.14278', 'longitude': '-65.83631'}",53,,,,53,52,60,47,,,,,,38,,,,1,,,,"K - 6 , EEE","K - 6 , EEE",54.38,14.38,4.38,26.88,81.25,75.63,7.50,0.63,16.25,91.88,304,HUMACAO,ELEMENTAL,HUMACAO,682,850-6460 - 285-2886,URBANA
797,75.37,66209,PR,AVE CENTRAL BOULEVAR 18 VC,CAROLINA,9843464,VACANTE,CAROLINA,LUZ AMERICA CALDERON,8.59,50.92,17.18,23.31,31.90,SI,752-1135,"{'latitude': '18.39749', 'longitude': '-65.96129'}",,149,170,139,,,,,,,,151,,,,,,,25,4,,"8 - 12 EEI, EES","9 - 12, EES",15.63,33.75,34.38,16.25,31.88,0,63.41,35.98,0.61,0.61,638,CAROLINA II,SECUNDARIO,SAN JUAN,683,768-4044,URBANA
798,87.59,66233,PR,"CALLE LAS VEGAS FINAL, URB. LAS CUBRE",SAN JUAN,00926-5636,ADIANEZ ACEVEDO PALAU,SAN JUAN II,LUZ ENEIDA COLON,10.56,46.48,21.13,21.83,32.39,SI,287-2330,"{'latitude': '18.36228', 'longitude': '-66.07618'}",48,,,,51,44,58,37,,,,,,42,,,,7,,,,"K - 6 , EEE","K - 6 , EEE",7.04,45.77,27.46,19.72,26.76,14.79,47.89,10.56,26.76,41.55,287,SAN JUAN V,ELEMENTAL,SAN JUAN,684,720-1382,URBANA
799,86.97,46813,PR,CARR 115 KM 23 HM 9 BO ASOMANTE,AGUADA,00602-0000,AILEEN CABAN SOTO,AGUADILLA,LYDIA MELENDEZ,20.37,42.59,17.59,19.44,39.81,SI,868-9598,"{'latitude': '18.38322', 'longitude': '-67.18349'}",50,,,,66,60,73,66,,,,,,52,,,,29,,,,"K - 6 , EEE","K - 6, EEE",15.74,37.04,21.30,25.93,41.67,12.04,52.78,17.59,17.59,29.63,396,AGUADA,ELEMENTAL,MAYAGUEZ,685,868-3850,URBANA
800,62.75,58180,PR,CARR 149 KM 57.2 BO TIERRA SANTA,VILLALBA,7661703,ZULMA ORTIZ,SANTA ISABEL,LYSANDER BORRERO TERRY,19.40,43.28,12.94,24.38,43.78,SI,847-4836,"{'latitude': '18.12665', 'longitude': '-66.49979'}",,225,211,253,,,,,,,,197,,,,,,,,,,"10 - 12 , EES","10 - 12 , EES",25.37,29.35,19.40,25.87,51.24,0.50,75.62,17.41,6.47,6.97,886,VILLALBA,SUPERIOR,PONCE,686,847-2110,URBANA
801,81.42,50781,PR,BO SUSUA BAJA SECTOR MAGUEYES,GUANICA,00653-0000,NYVIA LUCENA,YAUCO,MAGUEYES II,35.09,36.84,0,28.07,63.16,SI,821-7000,"{'latitude': '18.02262', 'longitude': '-66.88557'}",24,,,,15,21,21,10,,,,,,19,14,6,,9,,,,"PK - 6 , EEE","PK - 6 , EEE",12.28,45.61,15.79,26.32,38.60,31.58,31.58,0,36.84,68.42,139,GUANICA,ELEMENTAL,PONCE,688,821-7000,RURAL
802,89.77,42267,PR,CALLE PILAR DEFILLO,MAYAGUEZ,6811260,ROSA L. NAZARIO SANTIAGO,MAYAGUEZ,MANUEL A BARRETO,11.11,45.89,28.02,14.98,26.09,SI,805-3265,"{'latitude': '18.20043', 'longitude': '-67.14468'}",,,,,,,,,83,64,64,,,,,,,,7,,,"7 - 9 , EEI","7 - 9 , EEI",8.29,29.27,42.93,19.51,27.80,0.48,56.25,38.46,4.81,5.29,218,MAYAGUEZ,INTERMEDIO,MAYAGUEZ,689,832-3046,URBANA
803,97.46,62604,PR,CALLE ELIZONDO ESQ 46 RES MANUEL A PEREZ,SAN JUAN,00930-0629,MANUEL VIERA CASTRO,SAN JUAN II,MANUEL A PEREZ,9.39,38.97,33.33,18.31,27.70,SI,765-0510,"{'latitude': '18.41334', 'longitude': '-66.03627'}",47,,,,46,41,43,43,28,36,10,,,44,,,,34,,,,"K - 6 , EEE","K - 6 , EEE",6.03,25.13,54.77,14.07,20.10,9.18,47.83,26.57,16.43,25.60,372,SAN JUAN IV,ELEMENTAL,SAN JUAN,690,751-2420,URBANA
804,95.24,63107,PR,AVE BORINQUEN ESQ CALLE CORTIJO,SAN JUAN,00916-0000,DOLORES MARTINEZ NAVARRO,SAN JUAN II,MANUEL BOADA,80,4.76,0.95,14.29,94.29,SI,726-0988,"{'latitude': '18.4356', 'longitude': '-66.05075'}",42,,,,37,27,38,37,,,,,,34,,,,11,,,,"K - 6 , EEE","K - 6 , EEE",49.02,12.75,2.94,35.29,84.31,66.67,9.80,0,23.53,90.20,226,SAN JUAN IV,ELEMENTAL,SAN JUAN,692,726-0989,URBANA
805,75.60,70870,PR,CARR 891 KM 13 HM 2,COROZAL,00783-0000,GLADYS MATOS PEREZ,COROZAL,MANUEL BOU GALI,11.17,46.12,21.60,21.12,32.28,SI,859-4656,"{'latitude': '18.34263', 'longitude': '-66.32008'}",,,,,,,,,143,145,119,,,,,,,,11,,,9-Jul,9-Jul,6.80,35.68,40.29,17.23,24.03,0,55.34,42.72,1.94,1.94,418,COROZAL,INTERMEDIO,BAYAMON,693,859-4656,URBANA
806,53.85,21832,PR,URB LA PLATA CALLE 6 BO PINAS ABAJO,COMERIO,00782-0000,MANUEL MORALES BERMUDEZ,BARRANQUITAS,MANUEL CRUZ MACEIRA,10,40,20,30,40,SI,875-5806,"{'latitude': '18.21458', 'longitude': '-66.22877'}",,21,9,3,,,,,,,,32,,,,,,,,,,6-Jan,6-Jan,20,50,20,10,30,0,90,10,0,0,65,COMERIO,ELEMENTAL,CAGUAS,695,875-5806,URBANA
807,93.26,63024,PR,CALLE MADISON RES LAS MARGARITAS,SAN JUAN,00936-0000,LUIS A MORALES,SAN JUAN II,MANUEL ELZABURU Y VIZCARRONDO,4.27,39.32,41.88,14.53,18.80,SI,728-2892,"{'latitude': '18.43286', 'longitude': '-66.04019'}",,,,,,,,,114,74,86,,,,,,,,9,,,"7 - 9 , EEI","7 - 9 , EEI",0.85,23.50,71.37,4.27,5.13,0,41.88,57.69,0.43,0.43,283,SAN JUAN IV,INTERMEDIO,SAN JUAN,697,726-0125,URBANA
808,75.27,51706,PR,CARR 14 CALLE COMERIO,JUANA DIAZ,00795-0000,SIN INCUMBENTE,SANTA ISABEL,MANUEL F ERNANDEZ JUNCOS,32.65,35.71,7.14,24.49,57.14,SI,837-2251,"{'latitude': '18.05249', 'longitude': '-66.50271'}",106,,,,94,98,,,,,,,,69,16,7,,22,,,,"PK - 3 , EEE","K - 3, PKEE, EEE",16.33,30.61,8.16,44.90,61.22,42.86,14.29,3.06,39.80,82.65,412,JUANA DIAZ,ELEMENTAL,PONCE,698,837-2243,URBANA
809,78.07,66498,PR,"VIA #5, URB. VILLA FONTANA",CAROLINA,00984-3809,SOMARIE HERNANDEZ HERNANDEZ,CAROLINA,MANUEL FEBRES GONZALEZ,9.64,51.41,18.07,20.88,30.52,SI,768-3031,"{'latitude': '18.40091', 'longitude': '-65.97608'}",,,,,,,,,172,126,126,,,,,,,,,,,9-Jul,9-Jul,8.10,34.41,42.91,14.57,22.67,0.40,58.47,40.73,0.40,0.81,424,CAROLINA II,INTERMEDIO,SAN JUAN,699,768-3031,URBANA
810,82.93,47662,PR,CALLE PEDRO ALBIZU CAMPOS INTERIOR,RINCON,00677-0000,TERESA CRESPO MARTINEZ,AGUADILLA,MANUEL GARCIA PEREZ (NUEVA),6.60,49.06,22.64,21.70,28.30,SI,823-0336,"{'latitude': '18.33557', 'longitude': '-67.24906'}",,118,108,124,,,,,,,,115,,,,,,,,8,,"10 - 12 , EES","10 - 12 , EES",18.87,33.96,31.13,16.04,34.91,0,58.49,41.51,0,0,473,RINCON,SUPERIOR,MAYAGUEZ,700,823-0335,URBANA
811,86.34,42945,PR,CARR 115 KM 9 HM 0 BO CANVALACHE,RINCON,00677-0000,MANUEL PEREZ MEDINA,AGUADILLA,MANUEL GONZALEZ MELO,15.21,46.77,16.35,21.67,36.88,SI,823-2395,"{'latitude': '18.31354', 'longitude': '-67.22667'}",34,,,,55,46,54,57,61,55,67,,,41,,,,4,,,,K - 9,"K - 8, EEE",13.08,40.38,23.85,22.69,35.77,3.42,56.27,28.14,12.17,15.59,474,RINCON,SEGUNDA UNIDAD,MAYAGUEZ,701,823-2395,RURAL
812,82.40,56101,PR,CALLE 9 URB LA RAMBLA,PONCE,00731-0000,WILBERTO BAEZ RODRIGUEZ,PONCE,MANUEL GONZALEZ PATO,19.04,42.26,13.81,24.90,43.93,SI,812-1440,"{'latitude': '18.0327', 'longitude': '-66.60129'}",,,,,,,,,134,185,164,,,,,,,,,,,9-Jul,9-Jul,12.61,36.13,29.62,21.64,34.24,1.89,68.55,24.11,5.45,7.34,483,PONCE I,INTERMEDIO,PONCE,702,841-7216,URBANA
813,78.31,53009,PR,CALLE BALDORIOTY DE CASTRO #6,SANTA ISABEL,00757-0000,AIDA GISELA SANTIAGO AROCHO,SANTA ISABEL,MANUEL MARTIN MONSERRATE,21.78,34.22,16.89,27.11,48.89,SI,845-6118,"{'latitude': '17.96654', 'longitude': '-66.40544'}",,,,,,,,,,102,123,116,,,,,,,18,,,"7 - 9 , EEI","7 - 9 , EEI",10.22,29.33,40.44,20,30.22,0.89,65.63,30.36,3.13,4.02,359,SANTA ISABEL,INTERMEDIO,PONCE,703,845-3160,URBANA
814,85.59,72082,PR,CARR 155 BO PUGNADO,VEGA BAJA,00694-0000,ABNER A. RESTO HERNANDEZ,VEGA ALTA,MANUEL MARTINEZ DAVILA,13.88,41.63,23.35,21.15,35.02,SI,858-3802,"{'latitude': '18.42951', 'longitude': '-66.40829'}",39,,,,37,41,34,44,48,192,128,,,28,,,,8,3,,,"K - 9 , EEE - EEI","K - 8, EEE, EEI",10.89,32.22,38.22,18.67,29.56,2.43,59.73,31.19,6.64,9.07,602,VEGA BAJA,SEGUNDA UNIDAD,ARECIBO,704,858-1152,RURAL
815,78.39,47902,PR,CARR 125 KM 19 BO GUATEMALA,SAN SEBASTIAN,6851277,LUISA FELICIANO AUDIFFRED,SAN SEBASTIAN,MANUEL MENDEZ LICIAGA,24.63,40.30,14.18,20.90,45.52,SI,280-3285,"{'latitude': '18.34929', 'longitude': '-67.00878'}",,259,269,224,,,,,,,,85,,,,,,,,46,,"10 - 12 , EES","10 - 12 , EES",19.92,31.95,26.69,21.43,41.35,10.86,58.80,14.23,16.10,26.97,883,SAN SEBASTIAN,SUPERIOR,MAYAGUEZ,705,896-1430,RURAL
816,84.14,71472,PR,CARR 861 KM 5.9 BO PINAS,TOA ALTA,00954-0000,DILMA E. ORTIZ CARRERO,TOA BAJA,MANUEL VELILLA,19.51,42.44,16.10,21.95,41.46,SI,797-3558,"{'latitude': '18.36956', 'longitude': '-66.21746'}",26,,,,44,40,30,30,53,26,22,,,31,,,,15,,,,"K - 6 , EEE","K - 6 , EEE",28.92,32.84,11.76,26.47,55.39,14.15,50.24,23.41,12.20,26.34,317,TOA ALTA,ELEMENTAL,BAYAMON,709,797-3558,RURAL
817,71.34,21055,PR,URB. CAGUAS NORTE 5 CALLE ESTANBUR,CAGUAS,7260000,DR. AMILCAR ALVELO QUINTANA,GURABO,MANUELA TORO MORICE,15.64,46.92,18.01,19.43,35.07,SI,745-0420,"{'latitude': '18.24024', 'longitude': '-66.02402'}",,262,266,240,,,,,,,,209,,,,,,,,,,12-Oct,12-Oct,18.75,32.95,30.68,17.61,36.36,0,64.52,33.87,1.61,1.61,977,CAGUAS I,SUPERIOR,CAGUAS,710,744-2111,URBANA
818,86.82,46334,PR,CARR 125 KM 0 HM 2 BO VOLADORA,MOCA,00676-0000,ELIEZER GONZALEZ,SAN SEBASTIAN,MARCELINO RODRIGUEZ,9.38,43.75,23.13,23.75,33.13,SI,877-2324,"{'latitude': '18.38013', 'longitude': '-67.07841'}",,,,,,,,,132,92,94,31,,,,,,,,,,12-Jul,8-Jun,10.63,27.50,44.38,17.50,28.13,0,61.25,33.13,5.63,5.63,349,MOCA,SECUNDARIO,MAYAGUEZ,713,877-2324,RURAL
819,74.14,75838,PR,CARR  ALEJANDRINO FINAL KM 1 HM 0,GUAYNABO,9694429,ANAYANTIZIE ALTIERI,GUAYNABO,MARGARITA JANER PALACIOS,22.80,36.79,10.36,30.05,52.85,SI,720-2105,"{'latitude': '18.358', 'longitude': '-66.1095'}",,266,194,206,,,,,,,,228,,,,,,,,,,12-Oct,12-Oct,16.67,32.81,28.65,21.88,38.54,0,71.50,25.91,2.59,2.59,894,GUAYNABO,SUPERIOR,SAN JUAN,714,720-2217,URBANA
820,83.30,22053,PR,CALLE SAN ANTONIO,GURABO,00778-0000,ELBA TORRES CORDOVA,GURABO,MARGARITA RIVERA DE JANER,16.59,44.55,22.27,16.59,33.18,SI,737-4645,"{'latitude': '18.25695', 'longitude': '-65.97421'}",66,,,,66,80,85,66,,,,,,72,,15,,61,,,,"4 - 6 , EEE","K - 5, EEE, PKEE",11.85,38.86,29.86,19.43,31.28,19.91,50.24,12.80,17.06,36.97,511,GURABO,ELEMENTAL,CAGUAS,715,737-6594,URBANA
821,70.14,73890,PR,URB TOA ALTA HEIGHTS CALLE 19 BO PINAS,TOA ALTA,9530000,LAURIE M. RIVERA MARRERO,TOA BAJA,MARIA C OSORIO,14.45,45.61,13.31,26.63,41.08,SI,799-4400,"{'latitude': '18.36425', 'longitude': '-66.21204'}",114,,,,103,106,125,125,,,,,,88,,,,30,,,,"K - 6 , EEE","K - 8, PKEE, EEE",12.54,49.86,17.09,20.51,33.05,10.83,45.30,17.95,25.93,36.75,691,TOA ALTA,ELEMENTAL,BAYAMON,717,799-3562,URBANA
822,78,18192,PR,"CARR 129 SECTOR LAS CUNETAS, INT CARR 490 FRENTE URB VILLA TOLEDO",ARECIBO,6120000,DAVID GONZALEZ MARENGO- DIRECTOR INTERINO,ARECIBO,MARIA CADILLA DE MARTINEZ,6.25,52.68,19.64,21.43,27.68,SI,,"{'latitude': '18.4413', 'longitude': '-66.75795'}",,152,114,130,,,,,,,,273,,,,,,,,,,12-Oct,12-Oct,17.12,37.84,26.13,18.92,36.04,0,68.75,28.57,2.68,2.68,669,ARECIBO II,SUPERIOR,ARECIBO,718,878-3480,URBANA
823,50.72,25023,,,,,,YABUCOA,MARIA DAVILA SEMIDEY,,,,,,SI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PATILLAS,,HUMACAO,720,,
